Unique ID,Entered via,Department,Topic,Entered date
87,Phone,Public Works,Alley Maintenance,03/21/14
88,Android,Public Works,Alley Maintenance,10/11/14
89,Phone,Public Works,Alley Maintenance,08/29/14
90,Phone,Public Works,Alley Maintenance,05/21/14
91,Web,Public Works,Alley Maintenance,02/17/14
92,Web,Public Works,Alley Maintenance,03/18/14
93,Phone,Public Works,Alley Maintenance,06/02/14
94,Web,Public Works,Alley Maintenance,03/18/14
95,Phone,Public Works,Alley Maintenance,05/16/14
96,Web,Public Works,Alley Maintenance,08/18/14
97,Phone,Public Works,Alley Maintenance,06/25/14
98,Phone,Public Works,Alley Maintenance,03/20/14
99,Web,Public Works,Alley Maintenance,04/03/14
100,Phone,Public Works,Alley Maintenance,04/11/14
101,Phone,Public Works,Alley Maintenance,03/06/14
102,Web,Public Works,Alley Maintenance,08/20/14
103,Web,Public Works,Alley Maintenance,06/09/14
104,Web,Public Works,Alley Maintenance,02/12/14
105,Phone,Public Works,Alley Maintenance,06/04/14
106,Web,Public Works,Alley Maintenance,09/30/14
107,Phone,Public Works,Alley Maintenance,02/20/14
108,Phone,Public Works,Alley Maintenance,11/06/14
109,Web,Public Works,Alley Maintenance,08/26/14
110,Phone,Public Works,Alley Maintenance,06/02/14
111,Phone,Public Works,Alley Maintenance,04/01/14
112,Phone,Public Works,Alley Maintenance,06/24/14
113,Web,Public Works,Alley Maintenance,08/18/14
114,Phone,Public Works,Alley Maintenance,08/05/14
115,Phone,Public Works,Alley Maintenance,04/11/14
116,Phone,Public Works,Alley Maintenance,06/27/14
117,Web,Public Works,Alley Maintenance,05/08/14
118,Phone,Public Works,Alley Maintenance,06/03/14
119,Web,Public Works,Alley Maintenance,06/30/14
120,Web,Public Works,Alley Maintenance,06/09/14
121,Phone,Public Works,Alley Maintenance,06/04/14
122,Phone,Public Works,Alley Maintenance,03/28/14
123,Phone,Public Works,Alley Maintenance,03/10/14
124,Web,Public Works,Alley Maintenance,06/11/14
125,Web,Public Works,Alley Maintenance,08/12/14
126,Web,Public Works,Alley Maintenance,02/23/14
127,Web,Public Works,Alley Maintenance,10/03/14
128,Phone,Public Works,Alley Maintenance,05/29/14
129,Phone,Public Works,Alley Maintenance,03/04/14
130,Web,Public Works,Alley Maintenance,09/10/14
131,Web,Public Works,Alley Maintenance,05/14/14
132,Phone,Public Works,Alley Maintenance,04/28/14
133,Web,Public Works,Alley Maintenance,04/01/14
134,Phone,Public Works,Alley Maintenance,06/26/14
135,Web,Public Works,Alley Maintenance,06/12/14
136,Phone,Public Works,Alley Maintenance,10/23/14
137,Web,Public Works,Alley Maintenance,06/12/14
138,Phone,Public Works,Alley Maintenance,08/19/14
139,Web,Public Works,Alley Maintenance,10/05/14
140,Phone,Public Works,Alley Maintenance,07/09/14
141,Phone,Public Works,Alley Maintenance,04/21/14
142,Web,Public Works,Alley Maintenance,05/23/14
143,Phone,Public Works,Alley Maintenance,03/31/14
144,Web,Public Works,Alley Maintenance,07/03/14
145,Phone,Public Works,Alley Maintenance,03/19/14
146,Phone,Public Works,Alley Maintenance,01/13/14
147,Web,Public Works,Alley Maintenance,09/18/14
148,Web,Public Works,Alley Maintenance,06/06/14
149,Web,Public Works,Alley Maintenance,01/22/14
150,Web,Public Works,Alley Maintenance,10/02/14
151,Phone,Public Works,Alley Maintenance,09/15/14
152,Web,Public Works,Alley Maintenance,01/13/14
153,Phone,Public Works,Alley Maintenance,06/16/14
154,Web,Public Works,Alley Maintenance,07/16/14
155,Web,Public Works,Alley Maintenance,02/03/14
156,Web,Public Works,Alley Maintenance,05/09/14
157,Phone,Public Works,Alley Maintenance,05/27/14
158,Phone,Public Works,Alley Maintenance,04/03/14
159,Phone,Public Works,Alley Maintenance,03/26/14
160,Phone,Public Works,Backflow Prevention - Drinking Water,04/11/14
161,Phone,Public Works,Backflow Prevention - Drinking Water,08/06/14
162,Android,Public Works,Backflow Prevention - Drinking Water,04/12/14
163,Phone,Public Works,Backflow Prevention - Drinking Water,08/19/14
164,iPhone,Public Works,Backflow Prevention - Drinking Water,05/21/14
165,Phone,Public Works,Backflow Prevention - Drinking Water,11/04/14
166,Web,Police,Bear Resistant Container Required,10/12/14
167,Web,Police,Bear Resistant Container Required,12/14/14
168,Web,Public Works,Biking,02/12/14
169,Web,Public Works,Biking,05/15/14
170,Web,Public Works,Biking,05/22/14
171,Web,Public Works,Biking,06/05/14
172,Web,Public Works,Biking,11/07/14
173,Web,Public Works,Biking,09/08/14
174,Phone,Public Works,Biking,07/23/14
175,Phone,Public Works,Biking,06/12/14
176,Web,Public Works,Biking,11/11/14
177,Web,Public Works,Biking,03/09/14
178,Web,Public Works,Biking,11/20/14
179,Web,Public Works,Biking,04/13/14
180,Web,Public Works,Biking,08/20/14
181,Web,Public Works,Biking,11/08/14
182,Web,Public Works,Biking,05/25/14
183,Web,Public Works,Biking,05/25/14
184,iPhone,Public Works,Biking,08/28/14
185,Phone,Public Works,Biking,02/18/14
186,Web,Public Works,Biking,09/29/14
187,Email,Public Works,Biking,01/24/14
188,Web,Public Works,Biking,09/25/14
189,Web,Public Works,Biking,01/09/14
190,Web,Public Works,Biking,11/01/14
191,Web,Public Works,Biking,05/12/14
192,Web,Public Works,Biking,04/17/14
193,Web,Public Works,Biking,11/11/14
194,Web,Public Works,Biking,12/30/14
195,Web,Public Works,Biking,06/17/14
196,Phone,Public Works,Biking,09/18/14
197,Web,Public Works,Biking,08/29/14
198,Phone,Public Works,Biking,02/18/14
199,Web,Public Works,Biking,07/29/14
200,Web,Public Works,Biking,12/31/14
201,Phone,Public Works,Biking,04/25/14
202,Web,Public Works,Biking,12/01/14
203,Web,Public Works,Biking,10/06/14
204,Web,Public Works,Biking,05/30/14
205,Phone,Public Works,Biking,08/13/14
206,Web,Public Works,Biking,07/03/14
207,Web,Public Works,Biking,01/08/14
208,Web,Public Works,Biking,11/11/14
209,Phone,Public Works,Biking,02/26/14
210,Web,Public Works,Biking,05/18/14
211,Phone,Public Works,Biking,11/06/14
212,Web,Public Works,Biking,11/07/14
213,Web,Public Works,Biking,11/09/14
214,Web,Public Works,Biking,07/23/14
215,iPhone,Public Works,Biking,07/18/14
216,Phone,Public Works,Biking,04/24/14
217,iPhone,Public Works,Biking,05/18/14
218,iPhone,Public Works,Biking,03/30/14
219,Web,Public Works,Biking,07/24/14
220,Phone,Public Works,Biking,05/07/14
221,Phone,Public Works,Biking,10/27/14
222,Android,Public Works,Biking,09/08/14
223,iPhone,Public Works,Biking,08/14/14
224,Phone,Public Works,Biking,11/12/14
225,Web,Public Works,Biking,09/04/14
226,iPhone,Public Works,Biking,07/02/14
227,Web,Public Works,Biking,10/08/14
228,Phone,Public Works,Biking,02/11/14
229,Web,Public Works,Biking,11/17/14
230,Web,Public Works,Biking,11/07/14
231,Phone,Public Works,Biking,03/21/14
232,Phone,Public Works,Biking,08/23/14
233,Web,Public Works,Biking,08/29/14
234,Web,Community Planning and Sustainability,Boulder Civic Area,05/13/14
235,Web,Community Planning and Sustainability,Boulder Civic Area,04/23/14
236,Web,Community Planning and Sustainability,Boulder Civic Area,01/18/14
237,Web,Parks and Recreation,Boulder Reservoir,07/27/14
238,Web,Parks and Recreation,Boulder Reservoir,04/09/14
239,Phone,Parks and Recreation,Boulder Reservoir,08/29/14
240,Web,Parks and Recreation,Boulder Reservoir,07/30/14
241,Other,Parks and Recreation,Boulder Reservoir,01/10/14
242,Web,Parks and Recreation,Boulder Reservoir,01/28/14
243,Web,Parks and Recreation,Boulder Reservoir,11/16/14
244,Web,Parks and Recreation,Boulder Reservoir,07/21/14
245,Android,Community Vitality,Broken Parking Meter or Pay Station,07/30/14
246,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/26/14
247,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/05/14
248,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/28/14
249,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/12/14
250,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/11/14
251,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/28/14
252,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/26/14
253,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/07/14
254,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/04/14
255,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/19/14
256,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/13/14
257,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/10/14
258,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/28/14
259,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/10/14
260,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/08/14
261,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/26/14
262,iPhone,Community Vitality,Broken Parking Meter or Pay Station,11/29/14
263,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/19/14
264,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/07/14
265,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/17/14
266,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/02/14
267,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/11/14
268,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/16/14
269,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/08/14
270,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/24/14
271,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/09/14
272,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/22/14
273,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/07/14
274,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/14/14
275,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/18/14
276,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/10/14
277,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/26/14
278,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/14/14
279,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/29/14
280,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/08/14
281,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/18/14
282,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/29/14
283,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/27/14
284,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/16/14
285,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/06/14
286,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/09/14
287,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/20/14
288,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/02/14
289,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/03/14
290,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/31/14
291,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/21/14
292,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/09/14
293,Web,Community Vitality,Broken Parking Meter or Pay Station,05/12/14
294,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/11/14
295,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/26/14
296,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/14/14
297,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/03/14
298,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/24/14
299,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/16/14
300,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/15/14
301,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/03/14
302,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/17/14
303,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/31/14
304,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/28/14
305,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/31/14
306,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/18/14
307,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/04/14
308,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/23/14
309,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/03/14
310,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/06/14
311,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/19/14
312,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/01/14
313,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/21/14
314,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/04/14
315,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/29/14
316,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/06/14
317,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/18/14
318,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/25/14
319,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/04/14
320,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/12/14
321,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/31/14
322,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/29/14
323,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/10/14
324,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/08/14
325,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/11/14
326,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/17/14
327,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/22/14
328,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/06/14
329,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/31/14
330,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/18/14
331,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/16/14
332,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/14/14
333,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/19/14
334,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/28/14
335,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/13/14
336,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/01/14
337,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/27/14
338,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/22/14
339,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/18/14
340,iPhone,Community Vitality,Broken Parking Meter or Pay Station,10/08/14
341,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/21/14
342,Web,Community Vitality,Broken Parking Meter or Pay Station,08/27/14
343,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/31/14
344,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/19/14
345,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/07/14
346,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/05/14
347,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/26/14
348,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/20/14
349,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/06/14
350,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/07/14
351,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/01/14
352,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/06/14
353,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/26/14
354,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/14/14
355,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/23/14
356,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/02/14
357,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/12/14
358,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/27/14
359,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/14/14
360,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/21/14
361,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/08/14
362,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/14/14
363,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/08/14
364,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/16/14
365,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/04/14
366,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/15/14
367,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/23/14
368,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/24/14
369,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/09/14
370,Web,Community Vitality,Broken Parking Meter or Pay Station,09/08/14
371,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/19/14
372,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/08/14
373,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/17/14
374,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/23/14
375,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/10/14
376,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/21/14
377,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/20/14
378,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/22/14
379,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/27/14
380,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/02/14
381,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/14/14
382,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/22/14
383,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/04/14
384,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/29/14
385,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/28/14
386,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/02/14
387,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/16/14
388,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/28/14
389,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/06/14
390,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/30/14
391,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/04/14
392,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/03/14
393,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/18/14
394,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/30/14
395,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/25/14
396,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/09/14
397,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/07/14
398,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/08/14
399,Phone,Community Vitality,Broken Parking Meter or Pay Station,07/22/14
400,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/02/14
401,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/10/14
402,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/14/14
403,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/15/14
404,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/04/14
405,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/02/14
406,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/12/14
407,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/17/14
408,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/17/14
409,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/10/14
410,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/23/14
411,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/05/14
412,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/18/14
413,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/24/14
414,iPhone,Community Vitality,Broken Parking Meter or Pay Station,06/12/14
415,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/12/14
416,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/25/14
417,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/19/14
418,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/29/14
419,Web,Community Vitality,Broken Parking Meter or Pay Station,07/21/14
420,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/17/14
421,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/29/14
422,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/27/14
423,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/01/14
424,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/18/14
425,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/02/14
426,Phone,Community Vitality,Broken Parking Meter or Pay Station,06/30/14
427,Phone,Community Vitality,Broken Parking Meter or Pay Station,05/06/14
428,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/26/14
429,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/06/14
430,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/28/14
431,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/12/14
432,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/11/14
433,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/29/14
434,Web,Community Vitality,Broken Parking Meter or Pay Station,05/16/14
435,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/27/14
436,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/07/14
437,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/05/14
438,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/20/14
439,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/14/14
440,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/15/14
441,Web,Community Vitality,Broken Parking Meter or Pay Station,07/09/14
442,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/31/14
443,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/10/14
444,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/09/14
445,Phone,Community Vitality,Broken Parking Meter or Pay Station,08/26/14
446,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/20/14
447,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/07/14
448,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/17/14
449,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/02/14
450,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/11/14
451,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/16/14
452,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/08/14
453,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/25/14
454,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/09/14
455,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/24/14
456,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/07/14
457,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/14/14
458,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/26/14
459,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/10/14
460,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/27/14
461,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/14/14
462,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/30/14
463,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/08/14
464,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/18/14
465,Phone,Community Vitality,Broken Parking Meter or Pay Station,09/29/14
466,Phone,Community Vitality,Broken Parking Meter or Pay Station,03/27/14
467,Phone,Community Vitality,Broken Parking Meter or Pay Station,01/17/14
468,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/06/14
469,Phone,Community Vitality,Broken Parking Meter or Pay Station,04/09/14
470,Phone,Community Vitality,Broken Parking Meter or Pay Station,02/20/14
471,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/03/14
